iteration,user_id,chosen_arm_index,model_name,reward,exploration_reward,accuracy_proxy,novelty_score,serendipity_score,alphas,betas,means,success_rates,temperature,exploration_rate
147,325,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[55.01  2.47],[52.01 49.47],[0.51401607 0.04755487],[0.51485149 0.        ],0.47622912292284103,0.31756756756756754
148,299,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[56.02  2.47],[52.02 49.47],[0.51851166 0.04755487],[0.51960784 0.        ],0.4738479773082268,0.31543624161073824
149,131,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[57.03  2.47],[52.03 49.47],[0.52292316 0.04755487],[0.52427184 0.        ],0.47147873742168567,0.31333333333333335
150,563,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[58.04  2.47],[52.04 49.47],[0.52725291 0.04755487],[0.52884615 0.        ],0.46912134373457726,0.31125827814569534
151,485,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[59.05  2.47],[52.05 49.47],[0.53150315 0.04755487],[0.53333333 0.        ],0.46677573701590436,0.3092105263157895
152,91,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[60.06  2.47],[52.06 49.47],[0.53567606 0.04755487],[0.53773585 0.        ],0.46444185833082485,0.30718954248366015
153,185,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[61.07  2.47],[52.07 49.47],[0.53977373 0.04755487],[0.54205607 0.        ],0.46211964903917074,0.3051948051948052
154,194,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[62.08  2.47],[52.08 49.47],[0.54379818 0.04755487],[0.5462963 0.       ],0.4598090507939749,0.3032258064516129
155,474,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[63.09  2.47],[52.09 49.47],[0.54775135 0.04755487],[0.55045872 0.        ],0.457510005540005,0.30128205128205127
156,399,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[64.1   2.47],[52.1  49.47],[0.55163511 0.04755487],[0.55454545 0.        ],0.45522245551230495,0.29936305732484075
157,349,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[65.11  2.47],[52.11 49.47],[0.55545129 0.04755487],[0.55855856 0.        ],0.4529463432347434,0.2974683544303797
158,199,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[66.12  2.47],[52.12 49.47],[0.55920162 0.04755487],[0.5625 0.    ],0.4506816115185697,0.29559748427672955
159,221,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[67.13  2.47],[52.13 49.47],[0.56288781 0.04755487],[0.56637168 0.        ],0.4484282034609769,0.29375
160,365,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[68.14  2.47],[52.14 49.47],[0.56651147 0.04755487],[0.57017544 0.        ],0.446186062443672,0.2919254658385093
161,550,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[69.15  2.47],[52.15 49.47],[0.5700742  0.04755487],[0.57391304 0.        ],0.4439551321314536,0.29012345679012347
162,36,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[70.16  2.47],[52.16 49.47],[0.5735775  0.04755487],[0.57758621 0.        ],0.4417353564707963,0.2883435582822086
163,188,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[71.17  2.47],[52.17 49.47],[0.57702286 0.04755487],[0.58119658 0.        ],0.43952667968844233,0.2865853658536585
164,1,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[72.18  2.47],[52.18 49.47],[0.58041171 0.04755487],[0.58474576 0.        ],0.43732904629000013,0.28484848484848485
165,6,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[73.19  2.47],[52.19 49.47],[0.58374541 0.04755487],[0.58823529 0.        ],0.4351424010585501,0.28313253012048195
166,217,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[74.2   2.47],[52.2  49.47],[0.58702532 0.04755487],[0.59166667 0.        ],0.43296668905325736,0.281437125748503
167,205,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[75.21  2.47],[52.21 49.47],[0.59025271 0.04755487],[0.59504132 0.        ],0.43080185560799106,0.27976190476190477
168,538,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[76.22  2.47],[52.22 49.47],[0.59342884 0.04755487],[0.59836066 0.        ],0.4286478463299511,0.2781065088757396
169,563,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[77.23  2.47],[52.23 49.47],[0.59655492 0.04755487],[0.60162602 0.        ],0.42650460709830135,0.27647058823529413
170,104,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[78.24  2.47],[52.24 49.47],[0.59963213 0.04755487],[0.60483871 0.        ],0.42437208406280985,0.27485380116959063
171,326,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[79.25  2.47],[52.25 49.47],[0.6026616  0.04755487],[0.608 0.   ],0.4222502236424958,0.27325581395348836
172,103,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[80.26  2.47],[52.26 49.47],[0.60564443 0.04755487],[0.61111111 0.        ],0.42013897252428334,0.27167630057803466
173,295,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[81.27  2.47],[52.27 49.47],[0.6085817  0.04755487],[0.61417323 0.        ],0.4180382776616619,0.27011494252873564
174,237,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[82.28  2.47],[52.28 49.47],[0.61147444 0.04755487],[0.6171875 0.       ],0.4159480862733536,0.26857142857142857
175,183,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[83.29  2.47],[52.29 49.47],[0.61432365 0.04755487],[0.62015504 0.        ],0.41386834584198684,0.26704545454545453
176,246,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[84.3   2.47],[52.3  49.47],[0.61713031 0.04755487],[0.62307692 0.        ],0.4117990041127769,0.2655367231638418
177,544,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[85.31  2.47],[52.31 49.47],[0.61989536 0.04755487],[0.6259542 0.       ],0.40974000909221303,0.2640449438202247
178,50,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[86.32  2.47],[52.32 49.47],[0.62261973 0.04755487],[0.62878788 0.        ],0.40769130904675194,0.26256983240223464
179,484,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[87.33  2.47],[52.33 49.47],[0.62530431 0.04755487],[0.63157895 0.        ],0.40565285250151817,0.2611111111111111
180,102,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[88.34  2.47],[52.34 49.47],[0.62794996 0.04755487],[0.63432836 0.        ],0.4036245882390106,0.2596685082872928
181,346,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[89.35  2.47],[52.35 49.47],[0.63055752 0.04755487],[0.63703704 0.        ],0.4016064652978155,0.25824175824175827
182,291,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[90.36  2.47],[52.36 49.47],[0.6331278  0.04755487],[0.63970588 0.        ],0.3995984329713264,0.2568306010928962
183,284,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[91.37  2.47],[52.37 49.47],[0.63566161 0.04755487],[0.64233577 0.        ],0.3976004408064698,0.2554347826086957
184,61,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[92.38  2.47],[52.38 49.47],[0.63815971 0.04755487],[0.64492754 0.        ],0.39561243860243744,0.25405405405405407
185,409,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[93.39  2.47],[52.39 49.47],[0.64062286 0.04755487],[0.64748201 0.        ],0.3936343764094253,0.25268817204301075
186,605,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[94.4   2.47],[52.4  49.47],[0.64305177 0.04755487],[0.65 0.  ],0.39166620452737816,0.25133689839572193
187,468,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[95.41  2.47],[52.41 49.47],[0.64544717 0.04755487],[0.65248227 0.        ],0.3897078735047413,0.25
188,338,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[96.42  2.47],[52.42 49.47],[0.64780973 0.04755487],[0.65492958 0.        ],0.3877593341372176,0.24867724867724866
189,262,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[97.43  2.47],[52.43 49.47],[0.65014013 0.04755487],[0.65734266 0.        ],0.3858205374665315,0.24736842105263157
190,343,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[98.44  2.47],[52.44 49.47],[0.65243902 0.04755487],[0.65972222 0.        ],0.38389143477919885,0.24607329842931938
191,427,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[99.45  2.47],[52.45 49.47],[0.65470704 0.04755487],[0.66206897 0.        ],0.3819719776053028,0.24479166666666666
192,182,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[100.46   2.47],[52.46 49.47],[0.65694481 0.04755487],[0.66438356 0.        ],0.3800621177172763,0.24352331606217617
193,430,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[101.47   2.47],[52.47 49.47],[0.65915292 0.04755487],[0.66666667 0.        ],0.37816180712868996,0.2422680412371134
194,3,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[102.48   2.47],[52.48 49.47],[0.66133196 0.04755487],[0.66891892 0.        ],0.37627099809304654,0.24102564102564103
195,300,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[103.49   2.47],[52.49 49.47],[0.6634825  0.04755487],[0.67114094 0.        ],0.3743896431025813,0.23979591836734693
196,482,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[104.5    2.47],[52.5  49.47],[0.6656051  0.04755487],[0.67333333 0.        ],0.37251769488706843,0.23857868020304568
197,346,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[105.51   2.47],[52.51 49.47],[0.66770029 0.04755487],[0.67549669 0.        ],0.3706551064126331,0.23737373737373738
198,520,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[106.52   2.47],[52.52 49.47],[0.66976861 0.04755487],[0.67763158 0.        ],0.36880183088056995,0.23618090452261306
199,434,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[107.53   2.47],[52.53 49.47],[0.67181057 0.04755487],[0.67973856 0.        ],0.3669578217261671,0.235
200,117,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[108.54   2.47],[52.54 49.47],[0.67382667 0.04755487],[0.68181818 0.        ],0.36512303261753626,0.23383084577114427
201,602,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[109.55   2.47],[52.55 49.47],[0.6758174  0.04755487],[0.68387097 0.        ],0.3632974174544486,0.23267326732673269
202,464,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[110.56   2.47],[52.56 49.47],[0.67778323 0.04755487],[0.68589744 0.        ],0.3614809303671764,0.2315270935960591
203,542,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[111.57   2.47],[52.57 49.47],[0.67972463 0.04755487],[0.68789809 0.        ],0.3596735257153405,0.23039215686274508
204,325,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[112.58   2.47],[52.58 49.47],[0.68164204 0.04755487],[0.68987342 0.        ],0.3578751580867638,0.22926829268292684
205,416,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[113.59   2.47],[52.59 49.47],[0.68353592 0.04755487],[0.6918239 0.       ],0.35608578229633,0.22815533980582525
206,307,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[114.6    2.47],[52.6  49.47],[0.6854067  0.04755487],[0.69375 0.     ],0.3543053533848483,0.22705314009661837
207,361,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[115.61   2.47],[52.61 49.47],[0.68725479 0.04755487],[0.69565217 0.        ],0.35253382661792404,0.22596153846153846
208,76,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[116.62   2.47],[52.62 49.47],[0.6890806  0.04755487],[0.69753086 0.        ],0.3507711574848344,0.22488038277511962
209,414,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[117.63   2.47],[52.63 49.47],[0.69088453 0.04755487],[0.6993865 0.       ],0.34901730169741024,0.22380952380952382
210,62,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[118.64   2.47],[52.64 49.47],[0.69266698 0.04755487],[0.70121951 0.        ],0.3472722151889232,0.22274881516587677
211,153,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[119.65   2.47],[52.65 49.47],[0.69442832 0.04755487],[0.7030303 0.       ],0.3455358541129786,0.22169811320754718
212,329,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[120.66   2.47],[52.66 49.47],[0.69616894 0.04755487],[0.70481928 0.        ],0.3438081748424137,0.22065727699530516
213,603,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[121.67   2.47],[52.67 49.47],[0.69788918 0.04755487],[0.70658683 0.        ],0.3420891339682016,0.21962616822429906
214,409,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[122.68   2.47],[52.68 49.47],[0.69958942 0.04755487],[0.70833333 0.        ],0.3403786882983606,0.2186046511627907
215,253,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[123.69   2.47],[52.69 49.47],[0.70126999 0.04755487],[0.71005917 0.        ],0.3386767948568688,0.2175925925925926
216,470,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[124.7    2.47],[52.7  49.47],[0.70293123 0.04755487],[0.71176471 0.        ],0.33698341088258443,0.21658986175115208
217,388,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[125.71   2.47],[52.71 49.47],[0.70457348 0.04755487],[0.71345029 0.        ],0.3352984938281715,0.21559633027522937
218,365,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[126.72   2.47],[52.72 49.47],[0.70619706 0.04755487],[0.71511628 0.        ],0.33362200135903064,0.2146118721461187
219,579,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[127.73   2.47],[52.73 49.47],[0.70780228 0.04755487],[0.71676301 0.        ],0.33195389135223546,0.21363636363636362
220,395,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[128.74   2.47],[52.74 49.47],[0.70938946 0.04755487],[0.7183908 0.       ],0.3302941218954743,0.21266968325791855
221,583,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[129.75   2.47],[52.75 49.47],[0.7109589  0.04755487],[0.72 0.  ],0.32864265128599696,0.21171171171171171
222,105,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[130.76   2.47],[52.76 49.47],[0.7125109  0.04755487],[0.72159091 0.        ],0.326999438029567,0.21076233183856502
223,58,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[131.77   2.47],[52.77 49.47],[0.71404574 0.04755487],[0.72316384 0.        ],0.3253644408394192,0.20982142857142858
224,440,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[132.78   2.47],[52.78 49.47],[0.7155637  0.04755487],[0.7247191 0.       ],0.3237376186352221,0.2088888888888889
225,39,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[133.79   2.47],[52.79 49.47],[0.71706507 0.04755487],[0.72625698 0.        ],0.322118930542046,0.2079646017699115
226,604,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[134.8    2.47],[52.8  49.47],[0.71855011 0.04755487],[0.72777778 0.        ],0.32050833588933575,0.20704845814977973
227,60,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[135.81   2.47],[52.81 49.47],[0.72001909 0.04755487],[0.72928177 0.        ],0.31890579420988907,0.20614035087719298
228,577,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[136.82   2.47],[52.82 49.47],[0.72147226 0.04755487],[0.73076923 0.        ],0.3173112652388396,0.2052401746724891
229,5,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[137.83   2.47],[52.83 49.47],[0.72290989 0.04755487],[0.73224044 0.        ],0.3157247089126454,0.20434782608695654
230,562,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[138.84   2.47],[52.84 49.47],[0.72433222 0.04755487],[0.73369565 0.        ],0.3141460853680822,0.20346320346320346
231,491,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[139.85   2.47],[52.85 49.47],[0.72573949 0.04755487],[0.73513514 0.        ],0.3125753549412418,0.2025862068965517
232,247,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[140.86   2.47],[52.86 49.47],[0.72713194 0.04755487],[0.73655914 0.        ],0.31101247816653554,0.2017167381974249
233,383,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[141.87   2.47],[52.87 49.47],[0.72850981 0.04755487],[0.73796791 0.        ],0.30945741577570285,0.20085470085470086
234,549,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[142.88   2.47],[52.88 49.47],[0.72987331 0.04755487],[0.7393617 0.       ],0.3079101286968243,0.2
235,579,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[143.89   2.47],[52.89 49.47],[0.73122269 0.04755487],[0.74074074 0.        ],0.3063705780533402,0.19915254237288135
236,579,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[144.9    2.47],[52.9  49.47],[0.73255814 0.04755487],[0.74210526 0.        ],0.30483872516307353,0.19831223628691982
237,435,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[145.91   2.47],[52.91 49.47],[0.73387989 0.04755487],[0.7434555 0.       ],0.3033145315372582,0.19747899159663865
238,372,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[146.92   2.47],[52.92 49.47],[0.73518815 0.04755487],[0.74479167 0.        ],0.3017979588795719,0.19665271966527198
239,173,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[147.93   2.47],[52.93 49.47],[0.73648312 0.04755487],[0.74611399 0.        ],0.30028896908517405,0.19583333333333333
240,70,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[148.94   2.47],[52.94 49.47],[0.73776501 0.04755487],[0.74742268 0.        ],0.2987875242397482,0.1950207468879668
241,146,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[149.95   2.47],[52.95 49.47],[0.73903401 0.04755487],[0.74871795 0.        ],0.29729358661854943,0.19421487603305784
242,307,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[150.96   2.47],[52.96 49.47],[0.74029031 0.04755487],[0.75 0.  ],0.29580711868545667,0.1934156378600823
243,313,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[151.97   2.47],[52.97 49.47],[0.74153411 0.04755487],[0.75126904 0.        ],0.2943280830920294,0.19262295081967212
244,162,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[152.98   2.47],[52.98 49.47],[0.74276559 0.04755487],[0.75252525 0.        ],0.29285644267656924,0.19183673469387755
245,122,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[153.99   2.47],[52.99 49.47],[0.74398493 0.04755487],[0.75376884 0.        ],0.2913921604631864,0.1910569105691057
246,213,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[155.     2.47],[53.   49.47],[0.74519231 0.04755487],[0.755 0.   ],0.28993519966087045,0.1902834008097166
247,86,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[156.01   2.47],[53.01 49.47],[0.74638791 0.04755487],[0.75621891 0.        ],0.2884855236625661,0.18951612903225806
248,383,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[157.02   2.47],[53.02 49.47],[0.74757189 0.04755487],[0.75742574 0.        ],0.28704309604425327,0.18875502008032127
249,200,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[158.03   2.47],[53.03 49.47],[0.74874443 0.04755487],[0.75862069 0.        ],0.285607880564032,0.188
250,30,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[159.04   2.47],[53.04 49.47],[0.7499057  0.04755487],[0.75980392 0.        ],0.28417984116121187,0.18725099601593626
251,93,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[160.05   2.47],[53.05 49.47],[0.75105584 0.04755487],[0.76097561 0.        ],0.2827589419554058,0.1865079365079365
252,86,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[161.06   2.47],[53.06 49.47],[0.75219503 0.04755487],[0.76213592 0.        ],0.28134514724562876,0.1857707509881423
253,63,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[162.07   2.47],[53.07 49.47],[0.75332342 0.04755487],[0.76328502 0.        ],0.2799384215094006,0.18503937007874016
254,603,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[163.08   2.47],[53.08 49.47],[0.75444115 0.04755487],[0.76442308 0.        ],0.27853872940185365,0.1843137254901961
255,524,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[164.09   2.47],[53.09 49.47],[0.75554839 0.04755487],[0.76555024 0.        ],0.27714603575484437,0.18359375
256,257,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[165.1    2.47],[53.1  49.47],[0.75664528 0.04755487],[0.76666667 0.        ],0.2757603055760701,0.1828793774319066
257,171,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[166.11   2.47],[53.11 49.47],[0.75773196 0.04755487],[0.76777251 0.        ],0.2743815040481898,0.1821705426356589
258,237,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[167.12   2.47],[53.12 49.47],[0.75880857 0.04755487],[0.76886792 0.        ],0.2730095965279488,0.18146718146718147
259,186,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[168.13   2.47],[53.13 49.47],[0.75987526 0.04755487],[0.76995305 0.        ],0.27164454854530906,0.18076923076923077
260,480,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[169.14   2.47],[53.14 49.47],[0.76093216 0.04755487],[0.77102804 0.        ],0.2702863258025825,0.18007662835249041
261,382,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[170.15   2.47],[53.15 49.47],[0.7619794  0.04755487],[0.77209302 0.        ],0.2689348941735696,0.17938931297709923
262,387,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[171.16   2.47],[53.16 49.47],[0.76301712 0.04755487],[0.77314815 0.        ],0.26759021970270175,0.17870722433460076
263,435,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[172.17   2.47],[53.17 49.47],[0.76404544 0.04755487],[0.77419355 0.        ],0.2662522686041882,0.17803030303030304
264,563,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[173.18   2.47],[53.18 49.47],[0.7650645  0.04755487],[0.77522936 0.        ],0.2649210072611673,0.17735849056603772
265,402,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[174.19   2.47],[53.19 49.47],[0.76607441 0.04755487],[0.77625571 0.        ],0.26359640222486147,0.17669172932330826
266,174,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[175.2    2.47],[53.2  49.47],[0.76707531 0.04755487],[0.77727273 0.        ],0.26227842021373715,0.1760299625468165
267,388,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[176.21   2.47],[53.21 49.47],[0.7680673  0.04755487],[0.77828054 0.        ],0.2609670281126685,0.17537313432835822
268,62,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[177.22   2.47],[53.22 49.47],[0.76905051 0.04755487],[0.77927928 0.        ],0.25966219297210513,0.17472118959107807
269,166,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[178.23   2.47],[53.23 49.47],[0.77002506 0.04755487],[0.78026906 0.        ],0.2583638820072446,0.17407407407407408
270,296,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[179.24   2.47],[53.24 49.47],[0.77099105 0.04755487],[0.78125 0.     ],0.2570720625972084,0.17343173431734318
271,16,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[180.25   2.47],[53.25 49.47],[0.77194861 0.04755487],[0.78222222 0.        ],0.25578670228422234,0.17279411764705882
272,41,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[181.26   2.47],[53.26 49.47],[0.77289783 0.04755487],[0.78318584 0.        ],0.25450776877280124,0.17216117216117216
273,259,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[182.27   2.47],[53.27 49.47],[0.77383884 0.04755487],[0.78414097 0.        ],0.2532352299289372,0.17153284671532848
274,130,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[183.28   2.47],[53.28 49.47],[0.77477173 0.04755487],[0.78508772 0.        ],0.2519690537792925,0.1709090909090909
275,190,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[184.29   2.47],[53.29 49.47],[0.77569661 0.04755487],[0.7860262 0.       ],0.2507092085103961,0.17028985507246377
276,61,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[185.3    2.47],[53.3  49.47],[0.77661358 0.04755487],[0.78695652 0.        ],0.2494556624678441,0.16967509025270758
277,424,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[186.31   2.47],[53.31 49.47],[0.77752274 0.04755487],[0.78787879 0.        ],0.24820838415550486,0.16906474820143885
278,187,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[187.32   2.47],[53.32 49.47],[0.7784242  0.04755487],[0.7887931 0.       ],0.24696734223472733,0.16845878136200718
279,263,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[188.33   2.47],[53.33 49.47],[0.77931805 0.04755487],[0.78969957 0.        ],0.2457325055235537,0.16785714285714284
280,167,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[189.34   2.47],[53.34 49.47],[0.78020438 0.04755487],[0.79059829 0.        ],0.24450384299593592,0.16725978647686832
281,522,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[190.35   2.47],[53.35 49.47],[0.7810833  0.04755487],[0.79148936 0.        ],0.24328132378095624,0.16666666666666666
282,31,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[191.36   2.47],[53.36 49.47],[0.78195489 0.04755487],[0.79237288 0.        ],0.24206491716205145,0.16607773851590105
283,33,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[192.37   2.47],[53.37 49.47],[0.78281924 0.04755487],[0.79324895 0.        ],0.2408545925762412,0.16549295774647887
284,272,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[193.38   2.47],[53.38 49.47],[0.78367645 0.04755487],[0.79411765 0.        ],0.23965031961336,0.1649122807017544
285,279,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[194.39   2.47],[53.39 49.47],[0.7845266  0.04755487],[0.79497908 0.        ],0.2384520680152932,0.16433566433566432
286,254,0,KBRS_Hybrid,1.0,1.0,1.0,1.0,0.0,[195.4    2.47],[53.4  49.47],[0.78536977 0.04755487],[0.79583333 0.        ],0.23725980767521673,0.16376306620209058
287,1,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[196.41   2.47],[53.41 49.47],[0.78620607 0.04755487],[0.7966805 0.       ],0.23607350863684065,0.16319444444444445
288,358,0,KBRS_Hybrid,1.0,1.0,1.0,0.0,0.0,[197.42   2.47],[53.42 49.47],[0.78703556 0.04755487],[0.79752066 0.        ],0.23489314109365644,0.16262975778546712
